"","Brazil","France","United Kingdom","Greece","Ireland","South Africa","Spain","Marroco","USA","India","Japan","Australia","Mexico","China","Saudi Arabia"
"1252",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1253",0,1,1,1,1,1,0,0,0,0,1,1,0,0,1
"1254",1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"1255",0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
"1256",0,1,1,0,1,0,1,1,1,1,1,1,0,0,0
"1257",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"1258",1,1,1,1,1,1,1,0,1,1,0,0,1,0,1
"1259",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"1260",1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
"1261",0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
"1262",0,1,1,1,1,1,1,0,1,1,1,1,1,0,0
"1263",0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"1264",1,1,0,0,1,1,1,0,1,0,1,1,1,0,1
"1265",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1266",1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
"1267",1,0,0,0,0,0,0,1,1,0,0,0,1,1,0
"1268",0,1,1,1,0,0,1,1,0,0,1,0,0,1,1
"1269",0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
"1270",0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
"1271",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"1272",1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
"1273",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"1274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1275",0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"1276",1,1,1,0,1,1,1,0,1,1,1,0,0,0,1
"1277",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"1278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1279",0,0,0,0,0,0,0,1,1,0,1,1,0,0,1
"1280",0,1,1,1,0,1,1,0,0,0,0,0,0,0,0
"1281",0,0,0,1,0,0,0,1,1,0,1,1,0,1,1
"1282",1,1,1,1,1,0,1,0,1,1,0,0,1,1,1
"1283",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"1284",0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
"1285",1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
"1286",0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"1287",1,1,0,1,0,0,0,1,1,0,1,0,1,0,1
"1288",1,0,0,0,1,1,1,1,1,0,0,1,0,1,0
"1289",1,1,1,1,1,1,1,0,1,0,1,1,1,0,1
"1290",1,1,1,1,1,0,1,0,1,1,1,0,0,1,0
"1291",0,1,1,1,1,0,1,0,1,0,1,1,0,1,1
"1292",1,1,0,1,0,0,0,0,1,1,1,1,1,0,1
"1293",1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
"1294",0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"1295",0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
"1296",1,0,0,0,0,1,0,1,0,0,0,0,1,1,1
"1297",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"1298",1,1,1,1,1,1,1,0,0,1,1,1,0,1,1
"1299",1,1,1,1,1,1,1,0,1,1,1,1,1,0,0
"1300",0,1,1,1,0,0,0,1,0,0,0,0,1,0,0
"1301",1,1,1,0,1,1,1,0,1,1,1,1,1,0,0
"1302",0,0,0,0,0,0,0,1,0,1,1,1,0,1,0
"1303",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"1304",0,1,1,1,1,1,1,1,0,1,1,1,0,0,1
"1305",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"1306",0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"1307",1,0,0,0,0,0,1,1,1,0,1,1,1,1,0
"1308",1,1,1,0,1,1,1,1,1,1,0,1,1,1,0
"1309",1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
"1310",1,0,0,0,1,0,0,1,1,0,0,0,1,0,1
"1311",0,1,1,0,0,1,1,1,0,1,1,1,0,1,1
"1312",1,0,1,0,0,1,1,1,1,0,0,0,1,1,0
"1313",1,0,0,0,1,1,0,1,0,0,0,0,1,0,1
"1314",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"1315",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"1316",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"1317",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"1318",0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"1319",1,0,0,0,0,0,0,1,1,0,1,0,1,1,1
"1320",1,1,1,1,1,1,1,1,0,1,1,0,1,0,0
"1321",1,0,1,1,0,1,0,1,0,1,0,0,0,1,1
"1322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1323",0,0,0,1,0,1,1,0,0,1,1,1,0,1,1
"1324",1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
"1325",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
"1326",1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1327",1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"1328",1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
"1329",1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1330",0,1,1,1,1,0,0,0,0,1,1,1,0,0,1
"1331",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1332",1,1,1,1,0,1,0,1,0,1,1,1,1,1,0
"1333",1,1,1,1,1,0,1,0,1,1,0,1,1,0,1
"1334",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"1335",1,0,0,1,0,1,1,0,0,0,0,1,0,0,1
"1336",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1337",1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
"1338",0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
"1339",1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
"1340",0,0,0,1,0,0,0,1,0,1,0,0,0,1,1
"1341",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"1342",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"1343",0,0,1,1,0,1,1,0,1,1,1,1,1,1,1
"1344",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"1345",1,1,1,1,1,1,1,0,1,1,1,0,1,0,1
"1346",1,0,0,1,0,0,0,0,1,1,1,1,0,1,1
"1347",1,1,1,1,1,1,1,0,1,1,1,1,0,0,1
"1348",1,1,0,1,0,0,1,1,1,1,1,0,1,1,1
"1349",0,1,1,0,0,1,1,0,0,0,0,0,0,1,1
"1350",1,1,1,1,1,1,1,0,1,0,1,1,1,0,0
"1351",0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
"1352",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1353",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"1354",1,1,1,0,1,1,1,1,1,1,0,0,1,0,1
"1355",0,0,0,1,0,1,0,1,0,1,1,1,1,1,1
"1356",0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
"1357",0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"1358",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"1359",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"1360",0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
"1361",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"1362",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1363",1,0,0,1,0,0,1,0,1,0,0,0,0,1,1
"1364",0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
"1365",1,1,1,0,0,1,0,0,0,1,0,1,1,1,0
"1366",0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
"1367",1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
"1368",1,0,0,0,0,0,0,0,1,0,0,0,1,1,1
"1369",1,0,0,1,0,1,0,0,0,1,1,1,0,0,1
"1370",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1371",1,1,1,1,1,1,1,0,1,1,1,1,1,0,0
"1372",1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"1373",0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
"1374",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1375",0,1,0,1,1,1,1,1,0,1,1,1,0,0,1
"1376",0,0,0,0,0,1,0,1,0,1,1,1,0,1,1
"1377",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"1378",1,1,1,0,0,1,1,0,1,0,0,0,1,1,1
"1379",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1380",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1381",0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
"1382",1,1,1,0,1,0,1,1,1,1,1,1,1,0,0
"1383",1,0,0,0,0,0,0,1,1,0,0,0,1,0,1
"1384",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"1385",0,1,1,1,1,1,1,0,0,0,1,1,1,1,0
"1386",0,0,0,0,1,1,1,0,1,1,1,0,1,1,1
"1387",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1388",1,0,0,1,0,1,1,1,1,1,1,1,1,1,0
"1389",1,1,1,1,1,0,1,1,0,0,0,0,0,0,1
"1390",0,0,1,1,0,0,1,0,0,1,0,1,0,1,1
"1391",1,1,0,1,0,1,1,0,1,1,1,1,1,1,0
"1392",1,1,1,0,1,0,0,1,1,0,1,1,1,1,1
"1393",0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
"1394",1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
"1395",0,0,0,0,0,0,0,1,0,1,1,1,0,1,1
"1396",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"1397",1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"1398",0,0,0,1,1,0,0,1,0,1,1,0,0,1,0
"1399",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1400",1,1,0,1,0,0,0,0,1,1,1,1,1,1,1
"1401",1,1,1,1,1,1,1,0,1,0,0,1,1,1,0
"1402",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"1403",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"1404",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1405",1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"1406",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"1407",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"1408",0,1,1,1,1,1,1,1,0,0,0,1,0,1,1
"1409",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"1410",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1411",1,0,0,0,0,0,0,1,1,0,0,0,1,1,0
"1412",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1413",1,1,1,1,1,1,0,1,1,0,1,1,0,1,1
"1414",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1415",1,0,1,0,1,1,0,1,0,0,1,1,1,1,1
"1416",0,1,1,0,0,0,1,0,1,1,0,1,1,1,1
"1417",1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
"1418",1,0,0,1,0,1,1,1,1,0,0,1,1,0,1
"1419",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1420",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"1421",1,0,1,0,0,0,1,1,0,0,0,1,1,1,0
"1422",1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"1423",1,0,0,1,0,0,0,1,0,0,1,0,1,0,1
"1424",1,1,1,1,1,1,1,0,1,1,1,1,1,0,0
"1425",1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"1426",0,0,0,1,0,0,1,1,1,0,0,0,0,1,0
"1427",1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
"1428",0,1,0,1,1,1,1,0,0,0,1,1,0,1,0
"1429",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1430",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"1431",0,1,1,1,1,0,1,0,0,0,1,1,0,1,1
"1432",1,1,1,1,1,0,1,1,0,0,1,1,1,1,0
"1433",0,0,1,1,1,0,0,1,0,0,1,1,1,0,0
"1434",1,1,1,0,1,1,1,1,1,1,0,1,1,1,1
"1435",1,0,0,0,0,1,0,1,1,1,1,0,1,1,0
"1436",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"1437",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1438",0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
"1439",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"1440",1,0,1,1,1,0,1,0,1,1,0,0,1,1,1
"1441",1,0,0,1,1,1,1,1,1,1,1,1,1,1,0
"1442",0,1,0,1,0,0,1,0,1,1,0,0,1,0,1
"1443",1,0,0,0,0,1,1,1,1,0,0,0,1,0,0
"1444",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"1445",1,1,1,1,0,1,1,1,0,1,0,1,0,1,0
"1446",1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
"1447",1,1,0,1,0,1,1,1,1,1,0,1,0,1,0
"1448",0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"1449",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1450",1,1,1,1,1,1,1,0,1,1,1,1,1,0,0
"1451",0,1,1,1,0,0,1,0,0,0,0,1,0,1,1
"1452",1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"1453",1,1,1,1,1,0,1,0,1,1,1,1,0,1,0
"1454",1,1,1,1,1,1,1,0,1,1,0,1,1,0,0
"1455",0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
"1456",0,1,1,1,1,1,1,0,1,1,0,0,1,0,1
"1457",0,0,0,0,1,1,1,0,0,1,1,1,1,1,0
"1458",1,1,0,1,1,1,1,1,1,1,1,1,1,0,0
"1459",1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
"1460",0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
"1461",0,0,0,0,0,1,0,1,0,1,0,0,0,1,1
"1462",1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
"1463",1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
"1464",1,1,1,0,1,1,1,1,1,1,0,0,1,1,0
"1465",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"1466",0,0,1,0,1,1,1,1,1,1,1,1,1,0,0
"1467",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"1468",0,1,1,1,1,0,1,1,0,1,1,0,0,0,0
"1469",0,1,0,0,1,1,1,1,0,1,1,1,0,1,1
"1470",1,0,0,1,0,0,0,1,0,0,0,1,1,0,1
"1471",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
"1472",0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
"1473",1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
"1474",0,1,1,1,1,1,1,0,0,1,0,0,0,1,1
"1475",1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
"1476",0,1,1,1,1,0,1,0,0,1,1,1,1,1,1
"1477",1,1,1,0,1,1,1,0,1,0,1,0,1,0,0
"1478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1479",0,1,1,1,1,1,1,1,0,1,0,1,0,0,0
"1480",1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
"1481",0,1,1,1,1,1,1,0,0,0,1,1,1,1,0
"1482",0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
"1483",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"1484",1,1,1,0,0,1,0,1,1,0,0,0,1,0,1
"1485",0,0,0,0,1,1,0,0,0,1,1,1,0,1,1
"1486",1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
"1487",1,1,1,0,0,1,1,0,1,1,0,1,1,1,1
"1488",0,1,1,0,0,1,1,0,0,0,0,0,1,1,1
"1489",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1490",1,0,0,0,1,1,1,1,1,0,1,1,1,0,1
"1491",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1492",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1493",0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"1494",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1495",0,0,1,0,1,1,0,1,0,1,1,1,0,1,1
"1496",1,1,1,0,1,0,1,1,1,0,1,1,1,1,1
"1497",1,1,1,1,0,0,1,1,1,0,0,0,0,0,1
"1498",0,0,0,1,1,1,0,0,0,1,1,1,0,1,1
"1499",1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
"1500",0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
"1501",0,1,1,1,1,1,1,0,0,1,0,0,0,0,1
"1502",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1504",0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
"1505",1,1,1,1,1,0,1,0,0,1,0,0,1,0,0
"1506",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1507",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1508",0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
"1509",1,1,1,0,0,1,1,1,0,1,0,1,1,1,0
"1510",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"1511",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"1512",1,1,1,0,1,1,1,1,0,1,0,1,1,1,1
"1513",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1514",1,0,0,0,0,1,0,0,1,1,0,1,1,1,0
"1515",0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
"1516",1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
"1517",1,0,0,1,0,0,0,1,1,1,0,0,1,1,1
"1518",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"1519",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"1520",0,0,0,0,0,0,0,1,0,1,1,0,0,1,1
"1521",1,0,0,0,1,1,0,1,1,1,1,1,0,0,0
"1522",0,0,0,0,1,1,0,1,0,1,0,1,0,1,1
"1523",0,1,1,0,0,0,1,1,0,0,0,1,1,1,0
"1524",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"1525",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"1526",1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
"1527",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"1528",0,1,1,1,1,1,1,0,0,1,1,1,0,0,1
"1529",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1530",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"1531",0,0,0,0,0,1,0,1,0,1,0,1,1,0,0
"1532",1,1,1,0,0,0,1,0,1,1,0,0,0,1,0
"1533",1,0,0,1,1,0,0,0,0,1,1,1,1,1,1
"1534",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"1535",0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"1536",1,1,1,1,1,1,1,1,1,0,1,0,1,0,0
"1537",1,0,0,0,1,1,0,1,1,1,0,0,1,1,1
"1538",1,1,0,0,1,0,1,0,1,0,1,1,1,1,1
"1539",0,1,1,0,1,0,1,1,0,1,0,0,0,0,1
"1540",0,0,0,1,0,0,1,1,1,0,0,0,0,1,1
"1541",0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"1542",1,0,0,1,1,1,0,1,1,1,1,1,1,0,1
"1543",0,0,0,0,0,1,0,1,0,1,0,0,0,1,1
"1544",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"1545",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1546",1,0,1,1,1,1,0,1,1,0,0,1,0,1,1
"1547",0,0,0,1,0,0,1,1,1,0,1,0,0,1,0
"1548",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1549",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"1550",0,1,1,1,1,0,1,0,0,0,1,1,0,1,0
"1551",0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
"1552",1,1,1,0,1,1,1,0,1,0,1,1,1,0,1
"1553",1,1,1,0,0,0,1,1,0,0,1,1,1,1,0
"1554",0,1,1,1,1,1,1,1,0,1,1,1,0,1,0
"1555",0,0,0,1,1,1,0,0,0,0,0,1,0,0,1
"1556",1,0,1,1,0,1,0,1,0,0,0,1,1,1,0
"1557",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"1558",0,1,1,0,1,0,0,0,0,1,0,0,0,0,1
"1559",0,0,0,1,0,1,0,0,0,1,1,1,0,1,1
"1560",1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
"1561",1,1,1,1,1,1,0,0,0,0,1,1,1,0,1
"1562",1,1,1,1,1,1,1,0,1,1,1,0,1,0,1
"1563",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1564",1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
"1565",0,0,0,0,1,0,1,1,0,1,1,1,0,1,1
"1566",1,0,1,1,1,0,0,1,1,0,1,0,1,0,1
"1567",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"1568",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"1569",1,0,0,0,1,1,0,0,1,1,1,1,1,0,1
"1570",0,0,0,1,0,1,1,0,1,0,1,0,1,0,1
"1571",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"1572",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"1573",0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
"1574",1,1,1,1,1,1,0,0,0,0,1,1,1,0,0
"1575",0,0,0,0,1,0,0,1,0,1,1,1,1,0,1
"1576",1,1,1,1,1,1,1,0,1,0,0,0,1,1,0
"1577",0,1,0,0,1,1,0,0,0,0,1,1,0,1,1
"1578",1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"1579",0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
"1580",1,1,1,0,0,1,1,1,1,0,0,0,1,0,0
"1581",0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"1582",0,0,0,1,1,0,1,1,0,0,0,0,0,1,1
"1583",0,0,0,1,0,1,0,0,1,1,1,1,0,1,1
"1584",1,1,1,1,1,1,1,0,0,1,1,0,1,0,0
"1585",0,0,0,1,0,1,0,0,0,1,0,1,1,0,1
"1586",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"1587",0,0,1,1,0,0,1,0,1,0,0,1,0,0,1
"1588",1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
"1589",1,1,1,0,0,1,1,0,0,1,1,1,1,0,1
"1590",1,1,1,1,0,1,1,1,0,1,1,0,1,1,1
"1591",1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"1592",0,0,0,0,0,0,0,1,0,1,1,1,0,1,1
"1593",1,1,1,0,0,1,1,1,1,1,1,0,1,0,1
"1594",0,0,0,0,0,0,1,0,0,1,0,1,1,1,1
"1595",1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
"1596",0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"1597",1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
"1598",1,0,0,0,0,0,0,0,0,1,1,1,0,0,1
"1599",1,0,0,0,0,0,1,0,1,1,0,0,1,1,1
"1600",0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
"1601",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"1602",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"1603",0,0,0,1,0,0,0,1,0,0,1,0,1,0,1
"1604",1,0,0,1,0,0,0,1,1,1,0,0,1,1,1
"1605",1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
"1606",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"1607",0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"1608",1,1,1,0,1,0,1,1,1,0,1,1,1,1,0
"1609",1,0,1,1,1,1,1,1,0,0,0,1,0,1,1
"1610",0,0,0,0,0,1,0,1,0,1,0,1,0,0,1
"1611",0,0,1,1,0,1,1,1,0,1,1,0,0,1,1
"1612",1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
"1613",1,1,1,0,0,1,0,1,1,0,1,0,1,0,1
"1614",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"1615",1,0,0,1,0,0,1,1,1,1,0,1,0,1,1
"1616",0,0,1,1,1,1,0,0,0,1,0,1,0,1,1
"1617",1,1,1,1,1,0,1,1,0,0,0,1,0,0,0
"1618",1,0,1,0,0,0,0,1,1,1,1,1,1,1,1
"1619",0,1,0,1,1,1,0,1,1,1,0,0,1,0,0
"1620",1,1,1,0,1,1,1,1,1,0,1,1,1,1,0
"1621",1,1,1,0,1,1,1,1,1,0,0,1,1,0,1
"1622",1,0,0,0,0,1,0,1,1,1,1,0,1,1,0
"1623",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
"1624",0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
"1625",0,1,1,1,1,1,1,0,0,1,0,0,1,0,0
"1626",0,1,1,1,0,1,1,0,1,0,1,1,1,0,0
"1627",0,0,1,1,1,0,1,1,0,1,1,1,0,0,1
"1628",0,1,1,0,1,1,1,0,0,1,1,0,1,0,0
"1629",1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
"1630",1,0,0,0,0,0,0,1,0,1,0,0,1,1,0
"1631",0,1,1,1,1,0,1,0,0,0,1,0,0,0,1
"1632",0,1,1,0,1,1,1,0,1,1,1,0,0,1,0
"1633",0,1,1,0,1,1,1,0,1,1,1,1,1,1,1
"1634",1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
"1635",0,0,0,1,0,1,0,0,1,1,1,1,1,0,0
"1636",1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
"1637",0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
"1638",0,0,0,1,0,0,0,1,0,1,1,1,0,1,1
"1639",0,1,1,0,1,0,1,0,0,1,0,1,0,0,1
"1640",0,0,0,1,1,1,0,0,0,1,0,1,0,1,1
"1641",1,1,0,1,0,1,0,0,1,0,0,1,1,0,1
"1642",1,1,1,1,1,0,1,0,1,0,1,1,1,0,1
"1643",1,1,0,1,0,1,1,1,1,1,1,1,0,0,0
"1644",0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
"1645",1,0,0,1,0,0,0,1,1,1,0,1,0,1,1
"1646",0,1,1,1,1,1,0,1,1,1,1,1,1,0,1
"1647",0,1,1,1,1,0,1,1,1,1,1,1,1,1,0
"1648",1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
"1649",1,0,1,0,1,0,0,1,1,0,0,0,0,1,1
"1650",1,0,0,1,0,0,1,0,1,1,0,0,0,0,1
"1651",0,1,1,1,1,0,1,0,0,1,0,1,0,0,0
"1652",0,0,0,1,0,1,1,0,1,0,0,1,0,0,1
"1653",0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
"1654",1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
"1655",0,0,1,0,0,0,1,1,0,1,1,0,0,1,0
"1656",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"1657",1,1,1,0,0,0,1,0,1,1,0,1,1,0,1
"1658",0,0,0,0,1,0,0,1,0,1,1,1,0,0,1
"1659",1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"1660",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
